image_id,year,image_path,mean_brightness,mean_red,mean_green,mean_blue
01047,1913,"data/MA_Menyer/menus_by_year_swedish_only/1913/7224_alvin-record_548244_Meny, Grand Restaurant, Stadt Hamburg, 1913/0001.jpg",0.7146408752341092,0.7690726093982914,0.7485044182146543,0.626345598089382
01048,1913,"data/MA_Menyer/menus_by_year_swedish_only/1913/7225_alvin-record_548029_Meny, 1913/0001.jpg",0.802592936238314,0.8615667029272153,0.8303920841477415,0.7158200216399851
01049,1913,"data/MA_Menyer/menus_by_year_swedish_only/1913/7226_alvin-record_548113_Meny, 1913/0001.jpg",0.7551785282612518,0.8090358814609704,0.7816331111162819,0.6748665922065028
01050,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0212_alvin-record_541078_Meny, Residenset, 1914/0001.jpg",0.7776811028773488,0.856137814989277,0.8094587737438725,0.6674467198988971
01051,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0212_alvin-record_541078_Meny, Residenset, 1914/0002.jpg",0.8401078447329452,0.9421336693857232,0.8733939376531865,0.7047959271599264
01052,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0213_alvin-record_541225_Meny, Residenset, 1914/0001.jpg",0.8133621205124563,0.9260628463341859,0.843877832836033,0.6701456823671499
01053,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0213_alvin-record_541225_Meny, Residenset, 1914/0002.jpg",0.8398231105546083,0.9518738011508951,0.871939515842569,0.695656014670361
01054,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0214_alvin-record_541270_Meny, Residenset, 1914/0001.jpg",0.7597550375944648,0.8408092783011643,0.7918541523054534,0.646601682176777
01055,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0214_alvin-record_541270_Meny, Residenset, 1914/0002.jpg",0.8471773274739582,0.9489865770526962,0.88053648705576,0.7120089183134192
01056,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0626_alvin-record_541659_Meny, Hotel Rydberg, 1914/0001.jpg",0.8528812908496732,0.9257890931372549,0.8795329350490196,0.7533218443627452
01057,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0626_alvin-record_541659_Meny, Hotel Rydberg, 1914/0002.jpg",0.8882729295237353,0.9711198404909772,0.9170427054038749,0.7766562426763536
01058,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0627_alvin-record_541644_Meny, Hotel Rydberg, 1914/0001.jpg",0.8309199707081908,0.9153396905637254,0.8570991808181608,0.7203210407426861
01059,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0627_alvin-record_541644_Meny, Hotel Rydberg, 1914/0002.jpg",0.8822259039611215,0.9734901121907097,0.9119157341756149,0.7612718655170402
01060,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0700_alvin-record_541499_Meny, Restaurant Riche, 1914/0001.jpg",0.72841728929475,0.7719397582621758,0.7513094214500315,0.6620026881720431
01061,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/0700_alvin-record_541499_Meny, Restaurant Riche, 1914/0002.jpg",0.7240362030228759,0.7674785290536669,0.749768803117838,0.6548612768971225
01062,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/1447_alvin-record_542394_Meny, Hasselbacken, 1914/0001.jpg",0.7499166135143142,0.8200244918873983,0.7761294128396973,0.6535959358158467
01063,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/1447_alvin-record_542394_Meny, Hasselbacken, 1914/0002.jpg",0.8802513713818861,0.9652837725999491,0.9093951131589,0.7660752283868093
01064,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/1447_alvin-record_542394_Meny, Hasselbacken, 1914/0003.jpg",0.8736355490387749,0.9625747962308091,0.9024899058780403,0.755841945007475
01065,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/1455_alvin-record_542581_Meny, Grand Hotel, 1914/0001.jpg",0.8183012167796041,0.9012970822520184,0.838786516904556,0.7148200511822376
01066,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/1455_alvin-record_542581_Meny, Grand Hotel, 1914/0002.jpg",0.8835070800075194,0.9624716899112151,0.9106002868514665,0.7774492632598762
01067,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/2064_alvin-record_542975_Meny, Hotel Rydberg, 1914/2064 0001.jpg",0.7978109357168794,0.8779768287523343,0.8290849977143636,0.6863709806839403
01068,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/2064_alvin-record_542975_Meny, Hotel Rydberg, 1914/2064 0002.jpg",0.8521252103514049,0.9390932593156786,0.8862784157487698,0.7310039559897664
01069,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/7230_alvin-record_548266_Meny, Källaren Tre Remmare, 1914/0001.jpg",0.6626452703988049,0.6890077208886006,0.6910596848267494,0.6078684054810649
01070,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/7232_alvin-record_548095_Meny, T M, 1914/0001.jpg",0.7395884297978097,0.8051985107019908,0.7737882497941926,0.6397785288972458
01071,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/7232_alvin-record_548095_Meny, T M, 1914/0002.jpg",0.7395341617085764,0.8040426559459661,0.7744770325830714,0.6400827965966921
01072,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/7234_alvin-record_548301_Meny, Hotel & Restaurant Standard, 1914/0001.jpg",0.6665615379605947,0.7162756198493889,0.6980045600667804,0.5854044339656151
01073,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/7236_alvin-record_548126_Meny, N.F., 1914/0001.jpg",0.7678783074747194,0.8363975405413739,0.8007719769314959,0.6664654049512887
01074,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/7239_alvin-record_548260_Meny, 1914/0001.jpg",0.7358786093688197,0.7996128625261343,0.7673127419195345,0.6407102236607901
01075,1914,"data/MA_Menyer/menus_by_year_swedish_only/1914/7239_alvin-record_548260_Meny, 1914/0002.jpg",0.7717036302772079,0.8336752638010145,0.8047952647628819,0.676640362267727
01076,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/0215_alvin-record_541111_Meny, Breidablick, 1915/0001.jpg",0.8837480389006502,0.9573697365353597,0.9184241936652554,0.7754501865013358
01077,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/0215_alvin-record_541111_Meny, Breidablick, 1915/0002.jpg",0.9094331015763724,0.9625548548537912,0.9430931806429219,0.8226512692324038
01078,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/0215_alvin-record_541111_Meny, Breidablick, 1915/0003.jpg",0.8895945364093988,0.9646668876697815,0.9258462145437604,0.7782705070146548
01079,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/0345_alvin-record_541330_Meny, Kungsparkens restaurang, Skånska Fätridkl, 1915/0001.jpg",0.8420280170658195,0.9133871327123223,0.8725487276105458,0.7401481908745902
01080,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/0345_alvin-record_541330_Meny, Kungsparkens restaurang, Skånska Fätridkl, 1915/0002.jpg",0.883307086532831,0.9583989687818768,0.9150386419018476,0.7764836489147682
01081,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/0391_alvin-record_541462_Meny, Hasselbacken, 1915/0001.jpg",0.822058237127301,0.8664313660534886,0.8515140812287812,0.7482292640996329
01082,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/0391_alvin-record_541462_Meny, Hasselbacken, 1915/0002.jpg",0.9470686134268851,0.9852946030965202,0.983340129625794,0.8725711075583403
01083,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/5847_alvin-record_547000_Meny, Restaurang, 1915/0001.jpg",0.7707952331573656,0.7666653901143791,0.7841784109477123,0.761541898410005
01084,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/5848_alvin-record_547091_Meny, Restaurang, 1915/0001.jpg",0.7733787214965859,0.7693078084868131,0.7866447262810875,0.7641836297218568
01085,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/5849_alvin-record_546855_Meny, Restaurang, 1915/0001.jpg",0.7739194576259685,0.7706096715842886,0.7873561125728245,0.7637925887207918
01086,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/5850_alvin-record_547023_Meny, Restaurang, 1915/0001.jpg",0.7711903179073446,0.7682355003299397,0.7848170798768225,0.7605183735152714
01087,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/5851_alvin-record_546965_Meny, Restaurang, 1915/0001.jpg",0.7825675165231691,0.7802811704609727,0.7962906090921945,0.7711307700163399
01088,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/5852_alvin-record_546937_Meny, Restaurang, 1915/0001.jpg",0.7730242641185868,0.7700308428083693,0.7864642307601953,0.7625777187871954
01089,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/5853_alvin-record_546869_Meny, Restaurang, 1915/0001.jpg",0.774642085636006,0.7718531441238915,0.7879626566988259,0.7641104560853004
01090,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/6376_alvin-record_547362_Meny, Standard Hotel, 1915/0001.jpg",0.8772060869286284,0.9459605221295249,0.9040510404883108,0.7816066981680492
01091,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/6377_alvin-record_547302_Meny, Standard Hotel, 1915/0001.jpg",0.8550965172679105,0.9310684321260867,0.8802519096230726,0.753969210054572
01092,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/6378_alvin-record_547235_Meny, 1915/0001.jpg",0.8201998729257172,0.9102128692981685,0.8471678196914993,0.7032189297874839
01093,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/6378_alvin-record_547235_Meny, 1915/0002.jpg",0.8213010050678476,0.9075237788643377,0.8472206022320097,0.7091586341071962
01094,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/6379_alvin-record_547172_Meny, 1915/0001.jpg",0.83084311043812,0.9083804739296799,0.8552647587812103,0.7288840986034703
01095,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/7228_alvin-record_548287_Meny, Kyrkoherden Berglunds installation, 1915/0001.jpg",0.8161598364628339,0.8741981087986044,0.8484179752409439,0.7258634253489532
01096,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/7228_alvin-record_548287_Meny, Kyrkoherden Berglunds installation, 1915/0002.jpg",0.7947915898173652,0.8540349213473014,0.8291718155698733,0.7011680325349202
01097,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/7240_alvin-record_548240_Meny, Hotel Kung Karl, 1915/0001.jpg",0.6773649097064642,0.7398286813798219,0.7226775688020015,0.569588478937569
01098,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/7242_alvin-record_548111_Meny, Hotel Kung Karl, 1915/0001.jpg",0.6970261813365051,0.7603301840037485,0.7433445745025951,0.5874037855031718
01099,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/7243_alvin-record_548196_Meny, Viktualiehandlarnes Pensionsinrättning, 1915/0001.jpg",0.8011260673624289,0.8605817619386468,0.8352725974462366,0.7075238427024035
01100,1915,"data/MA_Menyer/menus_by_year_swedish_only/1915/7243_alvin-record_548196_Meny, Viktualiehandlarnes Pensionsinrättning, 1915/0002.jpg",0.8212564529415637,0.8783740547463064,0.8555687748292446,0.7298265292491404
01101,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0277_alvin-record_541206_Meny, Grand Hôtel Royal, 1916/0001.jpg",0.8159880311414184,0.8721467172934748,0.8289647083218535,0.7468526678089269
01102,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0277_alvin-record_541206_Meny, Grand Hôtel Royal, 1916/0002.jpg",0.9256231368913687,0.9709425009758001,0.9494873641054783,0.8564395455928275
01103,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0382_alvin-record_541404_Meny, 1916/0001.jpg",0.9071669303604527,0.9741930055604333,0.9470406469490781,0.8002671385718465
01104,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0382_alvin-record_541404_Meny, 1916/0002.jpg",0.9022897349200725,0.9736499075345499,0.9405382098245926,0.7926810874010748
01105,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0414_alvin-record_541308_Meny, Rosenbad, Regementsmiddag, 1916/0001.jpg",0.8598963033995187,0.9406721172223403,0.8898279613063638,0.7491888316698522
01106,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0414_alvin-record_541308_Meny, Rosenbad, Regementsmiddag, 1916/0002.jpg",0.8855498383285662,0.9646913895711562,0.918599760861004,0.7733583645535382
01107,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0414_alvin-record_541308_Meny, Rosenbad, Regementsmiddag, 1916/0003.jpg",0.8917167886257994,0.973346279509096,0.9248650910048136,0.7769389953634883
01108,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0451_alvin-record_541380_Meny, Drottningholms slott, 1916/0001.jpg",0.8996825143747976,0.9691584669582118,0.9365059416623793,0.7933831345038015
01109,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0451_alvin-record_541380_Meny, Drottningholms slott, 1916/0002.jpg",0.8600284837666952,0.9324189000781472,0.8916190457161124,0.7560475055058256
01110,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0485_alvin-record_541436_Meny, Hasselbacken, Hästutställning, 1916/0001.jpg",0.6768437005335989,0.7249939962150225,0.6946079827601613,0.6109291226256128
01111,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0485_alvin-record_541436_Meny, Hasselbacken, Hästutställning, 1916/0002.jpg",0.845757897999316,0.8606044089147287,0.8589313164400935,0.817737968643126
01112,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0485_alvin-record_541436_Meny, Hasselbacken, Hästutställning, 1916/0003.jpg",0.9649421261661156,0.9738907799675104,0.9773596475290696,0.9435759510017669
01113,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0485_alvin-record_541436_Meny, Hasselbacken, Hästutställning, 1916/0004.jpg",0.837993691753591,0.8571400612388853,0.8563414219248746,0.8004995920970134
01114,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0542_alvin-record_541492_Meny, Grand hotel Royal, 1916/0001.jpg",0.7553341766814253,0.8759773174502776,0.7835011793695972,0.6065240332244008
01115,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0542_alvin-record_541492_Meny, Grand hotel Royal, 1916/0002.jpg",0.8046354778567764,0.921966468663912,0.8334382057962649,0.6585017591101523
01116,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0542_alvin-record_541492_Meny, Grand hotel Royal, 1916/0003.jpg",0.7760385919600815,0.8992354961697941,0.8048048879049827,0.6240753918054677
01117,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0977_alvin-record_541940_Meny, Baren, 1916/0001.jpg",0.7526026432672516,0.8299588555207995,0.7805614869393892,0.6472875873415664
01118,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/0977_alvin-record_541940_Meny, Baren, 1916/0002.jpg",0.7560389101671309,0.831924424975422,0.7827760809233164,0.6534162246026545
01119,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/1460_alvin-record_542504_Meny, 1916/0001.jpg",0.8593945643458003,0.9324709229756717,0.8835570987654322,0.7621556712962962
01120,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/1460_alvin-record_542504_Meny, 1916/0002.jpg",0.883755971061549,0.9597954426235438,0.9092540337168079,0.7822184368442949
01121,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6380_alvin-record_547210_Meny, Standard Hotel, 1916/0001.jpg",0.8797499342797057,0.9499684687557988,0.9067304588436323,0.7825508752396858
01122,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6381_alvin-record_547271_Meny, Standard Hotel, 1916/0001.jpg",0.8789172810327835,0.9476093701369438,0.9064504065515095,0.7826920664098972
01123,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6382_alvin-record_547385_Meny, Standard Hotel, 1916/0001.jpg",0.8647551845374074,0.9310931699743006,0.8907633881829432,0.7724089954549781
01124,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6383_alvin-record_547167_Meny, Strömsholmen, 1916/0001.jpg",0.8784688692179304,0.9435679187179163,0.9063147918770513,0.7855238970588238
01125,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6384_alvin-record_547216_Meny, Standard Hotel, 1916/0001.jpg",0.9004818140108374,0.9643848669982702,0.9333260119305076,0.803734563103734
01126,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6385_alvin-record_547296_Meny, 1916/0001.jpg",0.7906753027629873,0.8772046608244594,0.8149743214904497,0.6798469259740533
01127,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6385_alvin-record_547296_Meny, 1916/0002.jpg",0.8142240590306317,0.8988003160345976,0.8391174758326487,0.7047543852246486
01128,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6386_alvin-record_547377_Meny, Standard Hotel, 1916/0001.jpg",0.8782628505121288,0.9492295450059218,0.9069312419808528,0.7786277645496117
01129,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6386_alvin-record_547377_Meny, Standard Hotel, 1916/0002.jpg",0.8715694318537918,0.938608956710538,0.901263594407512,0.7748357444433254
01130,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6387_alvin-record_547353_Meny, 1916/0001.jpg",0.9048426569521039,0.957389035692402,0.9361998314950981,0.8209391036688112
01131,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/6387_alvin-record_547353_Meny, 1916/0002.jpg",0.9010734482045831,0.9411449474368061,0.9272022280297662,0.8348731691471771
01132,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/7241_alvin-record_548020_Meny, Rosenbad, SAS, 1916/0001.jpg",0.7581952066756655,0.8247446007388464,0.7891053921568626,0.6607356271312873
01133,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/7241_alvin-record_548020_Meny, Rosenbad, SAS, 1916/0002.jpg",0.8223938163137083,0.8825095650957234,0.8558781111690085,0.7287937726763933
01134,1916,"data/MA_Menyer/menus_by_year_swedish_only/1916/7368_alvin-record_548357_Meny, Hotel Kung Carl, 1916/0001.jpg",0.7126868701464693,0.7873586185440671,0.7434097724946936,0.6072922194006468
01135,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0022_alvin-record_540982_Meny, Standard Hôtel, 1917/0001.jpg",0.6637004751087426,0.771664275466284,0.6995367583008814,0.5199003915590626
01136,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0022_alvin-record_540982_Meny, Standard Hôtel, 1917/0002.jpg",0.6801756837355891,0.7842402705439814,0.7163798945142293,0.5399068861485566
01137,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0343_alvin-record_541416_Meny, Grand Hôtel Royal, 1917/0001.jpg",0.8894463857239594,0.9621214274936701,0.9230222179900487,0.7831955116881586
01138,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0343_alvin-record_541416_Meny, Grand Hôtel Royal, 1917/0002.jpg",0.8982401749762404,0.9672729834121149,0.9321567494185174,0.7952907920980893
01139,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0343_alvin-record_541416_Meny, Grand Hôtel Royal, 1917/0003.jpg",0.9097515109530461,0.9818390171350441,0.9459614961526154,0.8014540195714783
01140,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0432_alvin-record_541442_Meny, Palace hotel, 1917/0001.jpg",0.8635165205505281,0.9558161057692307,0.8935434106334843,0.7411900452488688
01141,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0432_alvin-record_541442_Meny, Palace hotel, 1917/0002.jpg",0.8536964960127712,0.9492221567499698,0.8827396190454712,0.7291277122428726
01142,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0457_alvin-record_541447_Meny, 1917/0001.jpg",0.9018507272700748,0.9369262809290382,0.9258577519549488,0.8427681489262374
01143,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0457_alvin-record_541447_Meny, 1917/0002.jpg",0.9205464282066993,0.9776133500275112,0.9465183925132553,0.8375075420793319
01144,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0457_alvin-record_541447_Meny, 1917/0003.jpg",0.8445472655207916,0.943155914709634,0.8732522305797321,0.7172336512730093
01145,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0457_alvin-record_541447_Meny, 1917/0004.jpg",0.903972382591144,0.9647445315242467,0.9307445440612306,0.8164280721879544
01146,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0457_alvin-record_541447_Meny, 1917/0005.jpg",0.9607288846819824,0.9872048992171495,0.9901967643400643,0.9047849904887331
01147,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0483_alvin-record_541364_Meny, 1917/0001.jpg",0.9097066090057819,0.972953399647581,0.9484829573471402,0.8076834700226245
01148,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0483_alvin-record_541364_Meny, 1917/0002.jpg",0.9080355898232192,0.9812725461104324,0.945473413772037,0.7973608095871879
01149,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0540_alvin-record_541597_Meny, Grand hotel, 1917/0001.jpg",0.7552370933054594,0.8683192987673012,0.7819676551686852,0.6154243259803922
01150,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0540_alvin-record_541597_Meny, Grand hotel, 1917/0002.jpg",0.8051226472159376,0.9143084621669182,0.8340136964240826,0.6670457830568125
01151,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/0540_alvin-record_541597_Meny, Grand hotel, 1917/0003.jpg",0.7734946624298688,0.8885688018754702,0.8010903338105153,0.6308248516036208
01152,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/2099_alvin-record_543126_Meny, Standard Hotel, 1917/2099 0001.jpg",0.8858266772587776,0.9542541841456134,0.9223568248413148,0.7808690227894041
01153,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/2099_alvin-record_543126_Meny, Standard Hotel, 1917/2099 0002.jpg",0.9052508932592802,0.9710832675417924,0.9460346112603694,0.7986348009756787
01154,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/2681_alvin-record_543490_Meny, Grand Hotel, 1917/2681 0001.jpg",0.819345809201498,0.8996710583699672,0.8502153602766731,0.7081510089578537
01155,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/2681_alvin-record_543490_Meny, Grand Hotel, 1917/2681 0002.jpg",0.8443343955522266,0.9173241415199136,0.8760833868370634,0.7395956582997024
01156,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/2681_alvin-record_543490_Meny, Grand Hotel, 1917/2681 0003.jpg",0.8525205593061662,0.9378414800083734,0.8842195513659201,0.7355006465442048
01157,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/6388_alvin-record_547282_Meny, W.6., 1917/0001.jpg",0.8573678020760097,0.9243800228009532,0.8851689748359505,0.7625544085911259
01158,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/6389_alvin-record_547178_Meny, Standard Hotel, 1917/0001.jpg",0.8626805535916291,0.9333526583710406,0.8906922841251886,0.7639967182786578
01159,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/6389_alvin-record_547178_Meny, Standard Hotel, 1917/0002.jpg",0.8893642548036637,0.9565238166889043,0.9203631239848012,0.791205823737286
01160,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/6390_alvin-record_547232_Meny, Standard Hotel, 1917/0001.jpg",0.889099661855483,0.9539218033956878,0.9167741905191197,0.7966029916516416
01161,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/6390_alvin-record_547232_Meny, Standard Hotel, 1917/0002.jpg",0.9056636403134314,0.9648564755525499,0.9369815199196118,0.8151529254681326
01162,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/6390_alvin-record_547232_Meny, Standard Hotel, 1917/0003.jpg",0.8682033652921953,0.9398558096645521,0.894616914167628,0.7701373720444062
01163,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/6391_alvin-record_547148_Meny, 1917/0001.jpg",0.8172741953496028,0.9023830935251799,0.8388807979351813,0.710558694588447
01164,1917,"data/MA_Menyer/menus_by_year_swedish_only/1917/6392_alvin-record_547365_Meny, Standard Hotel, 1917/0001.jpg",0.9096951785220359,0.9711106533130495,0.9442644705805521,0.8137104116725059
01165,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0201_alvin-record_541171_Meny, Stockholms slott, 1918/0001.jpg",0.5194960929633291,0.5513846408661505,0.5369712069876971,0.47013243103613994
01166,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0201_alvin-record_541171_Meny, Stockholms slott, 1918/0002.jpg",0.5250882644724557,0.5564067692027791,0.5430617559523809,0.47579626826220683
01167,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0204_alvin-record_541075_Meny, Stockholms slott, 1918/0001.jpg",0.6053281732253086,0.6536543649577886,0.622526424632353,0.5398037300857843
01168,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0204_alvin-record_541075_Meny, Stockholms slott, 1918/0002.jpg",0.6356466375612745,0.6903408820125272,0.6544245727805011,0.5621744578907952
01169,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0219_alvin-record_541259_Meny, R.L. H.H. Menu, 1918/0001.jpg",0.7755360482409109,0.8527654430912991,0.8007029335171569,0.673139768114277
01170,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0219_alvin-record_541259_Meny, R.L. H.H. Menu, 1918/0002.jpg",0.8234212061183168,0.923024396579284,0.8526221731899282,0.6946170485857386
01171,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0255_alvin-record_541079_Meny, 1918/0001.jpg",0.8370906880661623,0.922625532120743,0.8619273252063985,0.7267192068713451
01172,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0255_alvin-record_541079_Meny, 1918/0002.jpg",0.8712876605320491,0.9554176341589269,0.899747350146199,0.7586979972910217
01173,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0263_alvin-record_541083_Meny, 1918/0001.jpg",0.804166930780933,0.8880479197186537,0.8298054710389904,0.6946474015851551
01174,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0263_alvin-record_541083_Meny, 1918/0002.jpg",0.866198988774948,0.949834957929532,0.8946321123037339,0.7541298960915784
01175,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0289_alvin-record_541234_Meny, 1918/0001.jpg",0.783353527204484,0.8462258497531042,0.8077652332326575,0.6960694986276906
01176,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0289_alvin-record_541234_Meny, 1918/0002.jpg",0.8697797646025158,0.946364416356567,0.8974669475454418,0.7655079299055388
01177,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0296_alvin-record_541192_Meny, 1918/0001.jpg",0.8027720456861952,0.8681001481296402,0.8255269682205407,0.7146890207084049
01178,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0296_alvin-record_541192_Meny, 1918/0002.jpg",0.9113207679229534,0.9724995084677173,0.9456927455561664,0.8157700497449758
01179,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0296_alvin-record_541192_Meny, 1918/0003.jpg",0.8830093884904785,0.9510984968833212,0.9149834142762043,0.7829462543119099
01180,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0296_alvin-record_541192_Meny, 1918/0004.jpg",0.8925219318516134,0.970192858165164,0.9208906011461764,0.7864823362435
01181,1918,"data/MA_Menyer/menus_by_year_swedish_only/1918/0344_alvin-record_541281_Meny, Grand Hôtel Royal, SFK_s Hubertusmiddag, 1918/0001.jpg",0.9020168489828281,0.9649878638032704,0.938949475662036,0.8021132074831777
